product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,user_name,review_title,product_link
"Noise ColorFit Pulse Smartwatch with 3.56 cm (1.4"") Full Touch HD Display, SpO2, Heart Rate, Sleep Monitors & 10-Day Battery - Jet Black",Electronics|WearableTechnology|SmartWatches,"₹1,599","₹4,999",68%,4,"67,951","[10-day battery]: With a battery backup of 10 days, just concentrate on your game without stopping.|[Noise Health Suite]: Automatically monitor your blood oxygen (Spo2 levels), real-time heart rate, and provide comprehensive analysis of your sleep quality (deep sleep,light sleep and wake up time) on this smart watch.|[Personalise your look]: Choose from 60+ cloud-based watch faces or customise them as per your preference.|[1.4’’ Full Touch HD display]: Get the perfect viewing experience on the 1.4’’ display with 240*240 pixels.|8 sports modes: Choose from 8 sports modes and give it your best.","Ankita Dwivedi,Malathi Alunkar,Shubham♎,Oishi Basak,Vikram Sen,Dhananjay Sevalkar,Manohar salave,Kareti Naveen","Noise smartwatch,The product is good overall,Good Battery backup,Okayish product,Watch not working,Satisfied.,It's great watch,Noise",https://www.amazon.in/Noise-ColorFit-Smartwatch-Monitoring-Waterproof/dp/B097R25DP7/ref=sr_1_120?qid=1672903000&s=computers&sr=1-120
"rts [2 Pack] Mini USB C Type C Adapter Plug, Type C Female to USB A Male Charger Charging Cable Adapter Converter compatible for iPhone, Samsung S20 ultra/S21/S10/S8/S9/MacBook Pro iPad Silver",Computers&Accessories|Accessories&Peripherals|Adapters|USBtoUSBAdapters,₹294,"₹4,999",94%,4.3,"4,426","【WIDER COMPATIBILITY】This USB C Female to USB A Male adapter converter allows you to connect legacy Type-A laptops/PC,Power bank,Adapter and Charger with USB Type-C cable,USB Type-C hubs and USB Type-C peripherals. Specially compatible with iPhone 12/12 Mini/12 Pro/12 Pro Max,Samsung Galaxy Note 10/S20 Plus Ultra,Google Pixel 4/3/2 XL. ❌IMPORTANT NOTE: This product is NOT compatible with Mag-safe wireless charger due to the incompatibility of charging protocols.|【FULL FUNCTIONALITY】The USB A Male to USB C Female adapter has a multiple functions.You can easily hook up any USB-C peripherals (USB C cable, Type-C flash drive, USB-C hub) that make use of the newer USB-C connector.This USB C Female converter can be used for charging,date transfer,audio signal transmission and connecting keyboard or mouse.Additionally,it can be also used to plug into the car USB-A port.|【CHARGING AND DATA TRANSFER】This USB 2.0 adapter offers both sides date transfer speeds of up to 480Mbps between connected devices and also supports up to 2.4 Amps of power output for charging your devices,due to the built-in premium chip.Just plug into a regular USB A port,allowing you to convert to a upgraded Type C device.Truly a plug-and-play solution. ❌NOTE:NOT support video signal transmission.|【2 PACK COMPACT DESIGN】Comes with 2 packs: One for home, one for office, one for car and one carried in the bag, sticking with laptops or commonly used type C cable or others can be used as backups. Micro USB to USB C adapter is smaller than a coin, easy to carry around or toss in a bag. 15mm width allows you to plug them side by side, taking little space and working well in tight spaces.|【SAFER USING】USB C and USB A connector is made of premium aluminum alloy on the ends, designed for frequent plugging & unplugging and heat dissipation, which is safer compared to other plastic adapters. Every USB adapter has built-in 56KΩ resistor ensure safety during charging. Just plug and charge your devices with assurance.","Naga Sai Gadagottu,Neha Sharma,Amazon Customer,Ankita singh,S.ARUMUGAM,Umesh,Vasudeva,Krishna Chavan","Tiny helping hand,Good product,As a whole good product,It works,Used ,as of now satisfied with the product,beep sound while connected,Good product,USB to C adopter",https://www.amazon.in/rts-Adapter-Charging-Converter-compatible/dp/B097C564GC/ref=sr_1_121?qid=1672903001&s=computers&sr=1-121
HP 682 Black Original Ink Cartridge,"Computers&Accessories|Printers,Inks&Accessories|Inks,Toners&Cartridges|InkjetInkCartridges",₹828,₹861,4%,4.2,"4,567","Page yield-480|Compatible with HP Deskjet plus ink advantage 6075, 6078, 6475, 6478|Original HP ink cartridge","Hrishikesh,Mir Manzoor,Hanumathkumar,Amazon Customer,Gerry B,Yamini,Christin Sebastian,DIMPLE BATRA","On average is ok ok pricing,Good,Quality good.,Better,The original ink cartridges are always the best,Costly,Expensive but the product was good,Good",https://www.amazon.in/682-Black-Original-Ink-Cartridge/dp/B08CYNJ5KY/ref=sr_1_122?qid=1672903001&s=computers&sr=1-122
Logitech H111 Wired On Ear Headphones With Mic Black,"Electronics|Headphones,Earbuds&Accessories|Headphones|On-Ear",₹745,₹795,6%,4,"13,797","ADJUSTABLE HEADBAND This sturdy yet lightweight stereo headset has a broad range of adjustment. Ultra-soft foam ear cushions provide hours of comfort.|ROTATING MICROPHONE The boom mic can rotate 180° to be worn on the left or right and tucked out of the way when you’re not using it. The flexible mic can be positioned for better voice capture and background noise reduction|MULTI DEVICE HEADSET WITH NOISE CANCELLING MIC:The simple way to start talking when using computers, smartphones and tablets. Features a standard 3.5mm audio jack and is compatible with most operating systems and platforms. Get just what you need to hear and be heard clearly.|STEREO SOUND: Enjoy clear audio for calls, music, and games. A reliable headset for daily audio including video calls with family or colleagues. Frequency response (Headset): 20 Hz - 20 KHz|3.5MM AUDIO JACK CONNECTION:Simply plug the 3.5mm jack into your computer, smartphone or tablet and you’re ready to talk.|SYSTEM COMPATIBILTY:Computers/ smartphones/tablets Windows/Mac/Chrome OS + more","kishorekr,Anil.c,Abhishek B.,Ashutosh Bhagwat,Sandeep,Shivdev Singh Dhanjal,Avinash,Ankur Singh","Good product but low quality at less price,I took for meetings and it working well.,Good but built quality ok,Problem with comfort for long hours calling,Headphone,It does the job well.,Noise cancellation is quite good in this price range.,Work with teams! perfect budget headphones.",https://www.amazon.in/Logitech-H111-Stero-Headset-Black/dp/B00Y4ORQ46/ref=sr_1_123?qid=1672903001&s=computers&sr=1-123
"Digitek DTR 550 LW (67 Inch) Tripod For DSLR, Camera |Operating Height: 5.57 Feet | Maximum Load Capacity up to 4.5kg | Portable Lightweight Aluminum Tripod with 360 Degree Ball Head | Carry Bag Included (Black) (DTR 550LW)",Electronics|Cameras&Photography|Accessories|Tripods&Monopods|CompleteTripodUnits,"₹1,549","₹2,495",38%,4.4,"15,137","Premium finish light weight professional tripod with adjustable height, multi level locking and steady rubberized legs|Compatible with most video cameras, digital cameras, still cameras, GoPro devices and smartphones. Height Range: 615 mm - 1700 mm|Multipurpose head with Quick Release helps ensure fast transitions between shots|Built-in bubble head to adjust horizontal position and 3-way head with adjustable pan to allow for tilt and swivel motion with portrait or landscape options|This professional tripod features multipurpose head for DV camera's|Convinient accessories hook to latch all your shoot belongings|Recommended max load weight is 5kg for optimal performance","Joel Thomas,Joy Ghosh,Amazon Customer,Pıŋkɘsh Goʋɽ,Deepak Kanwaliya,AVINEESH,anoop tiwari,Kumud Prajapati","Worth a Purchase. Good Quality product,Strong, Mutiple channel, Durable.. Worth it ...,Robust, Durable (Phone Holder is added but not mentioned in Product details),Really Liked It!,Mast h,Nice amazing product,IS GOOD BUT NOT RECEIVED MOBILE HOLDER AND THIS PRODUCT BUY ONLY VIDEO REIVIEW,very handy and build quality is good at this price point",https://www.amazon.in/Digitek-DTR-550-LW-Tripod/dp/B074CWD7MS/ref=sr_1_124?qid=1672903001&s=computers&sr=1-124
MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹349,₹399,13%,4.4,"18,757",1M Long Cable. Usb 2.0 (Type A)|Braided Usb Type C Cable|Toughened Joints|Strong And Sturdy|Country Of Origin: China|6 Months Warranty,"Birendra ku Dash,Aditya Gupta,Abdulla A N,Deepak,Gowtham,Rakesh,Pawan Kumar,Prabhat Raj Pathak","Good product,using this product 8months It is done  I have not faced any problem so far, its build quality best,I really liked this one.,Very strong and support fast charging ,,Nice cable,Best data cable charging fast,Good job,Good but need some improvement",https://www.amazon.in/Mi-Braided-USB-Type-C-Cable/dp/B083342NKJ/ref=sr_1_125?qid=1672903001&s=computers&sr=1-125
"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹970,"₹1,799",46%,4.5,815,"Supports Ios Devices With Max Output Up To 2.4A|Up To 10, 000+ Bend And 10, 000+ Plugging And Unplugging Test Ensure This Cable A Longer Lifespan|Ensure Fast And Stable Data Transmission Up To 480 Mbps|2 Years Warranty|Compatible Designed To Work Flawlessly With Mfi Or Apple Devices, Iphone, Imac, Ipad Etc|1.2M Tangle Free Durable Tough Braiding Sync & Charge Cable","Prasannavijayaraghavan G.,Preet Sikka,Theeban Raj,Nishikant,Gurpreet S.,Manoj,SP,Ashutosh","Good cable for car,Good substitute for orginal,Better Value for money Product,Way better than the original,Absolutely amazing.,Namm hi kafi hai,Very good,As the names say Durable cell it a durable cable ;-)",https://www.amazon.in/DURACELL-Lightning-Certified-braided-Devices/dp/B09C6HXFC1/ref=sr_1_126?qid=1672903001&s=computers&sr=1-126
"TP-Link TL-WA850RE Single_Band 300Mbps RJ45 Wireless Range Extender, Broadband/Wi-Fi Extender, Wi-Fi Booster/Hotspot with 1 Ethernet Port, Plug and Play, Built-in Access Point Mode, White",Computers&Accessories|NetworkingDevices|Repeaters&Extenders,"₹1,469","₹2,499",41%,4.2,"1,56,638",Range Extender mode boosts wireless signal to previously unreachable or hard-to-wire areas flawlessly|Miniature size and wall-mounted design make it easy to deploy and move flexibly|Easily expand wireless coverage at a push of Range Extender button|Ethernet port allows the Extender to function as a wireless adapter to connect wired devices|Tether App allows easy access and management using any mobile device|LED Control function includes a Night Mode for peaceful sleep,"Satya Sai Behera,Ashwanth G Kumar,Chetan,Shefali agarwal,Amazon Customer,ANIL G.,Rishi,Abishek kb","Okay to use,Worthy product ...!!!!👍,Single band. 2.4 ghz only,Difficult,Valued for money,So far all is good,Ok,it’s for 2.4Ghz",https://www.amazon.in/TP-Link-TL-WA850RE-300Mbps-Universal-Extender/dp/B00A0VCJPI/ref=sr_1_127?qid=1672903001&s=computers&sr=1-127
COI Note Pad/Memo Book with Sticky Notes & Clip Holder with Pen for Gifting,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|Notepads&MemoBooks",₹198,₹800,75%,4.1,"9,344","It is a diary style desk organizer,memo note pad with a closed size of 7.5 X 4.5 inch appox|It has 3 sizes of sticky note pad & 1 pad of loose sheets with clip holder and a pen|No. of sheets in sticky note pad of yellow(appox size 4 x 3 inch ) ,pink(appox size 3 x 2 inch ) are 50 approx|No. of small strips / flags (size 2 x .5 inch ) are 20 approx.Each color and no.of loose sheets( size 7 x 4 inch ) are 50 apprx and the colored small stripes/flags will be arranged randomly|Colored stripes and pen design is indicative and might show slight variations","Ghazal,Vishwajeet,PREETI RAWAT,Karthi,Punjal s.,Anjali,Amazon Customer,jezz.ralte","Multipurpose and time-saving,Good notepad for travelers,Nice for the personal stuff,Super 👍,Most amazing product.,Too costly,Useful product,Good",https://www.amazon.in/COI-Sticky-Notes-Holder-Gifting/dp/B00UGZWM2I/ref=sr_1_128?qid=1672903001&s=computers&sr=1-128
Fujifilm Instax Mini Single Pack 10 Sheets Instant Film for Fuji Instant Cameras,Electronics|Cameras&Photography|Accessories|Film,₹549,₹549,0%,4.5,"4,875","10 sheets of Instax film compatible with Fujifilm Mini cameras- Mini 8, Mini9, Mini 11, Mini 90, Mini 40, Liplay and Mini Link Printer|Mini films comes with superb grain quality which produces vibrant colors and natural skin hues.|Press the button and capture your moment of joy which develops instantly into beautiful pictures.|Film size - 54(w) x 86(h) mm|Picture size - 46(w) x 62(h) mm|Number of prints - 10 per pack|Country of Origin: Japan","Nidhi,Nilanko Halder,Seenu,Daring Darcy,Vivek L.,Arpan Seth,Rajiv Ratta,MUKUL","The quality is surprisingly good! Happy with the purchase!!!,Perfect,Good,Good product! Original stuff with exp date 2024-05! Worth the money!,Could get used to it,Good,This product should not be played with fiddle with it or or open it roughly,Cool",https://www.amazon.in/Fujifilm-Instax-Instant-Fuji-Cameras/dp/B00R1P3B4O/ref=sr_1_129?qid=1672903001&s=computers&sr=1-129
"Fire-Boltt Ring 3 Smart Watch 1.8 Biggest Display with Advanced Bluetooth Calling Chip, Voice Assistance,118 Sports Modes, in Built Calculator & Games, SpO2, Heart Rate Monitoring",Electronics|WearableTechnology|SmartWatches,"₹2,999","₹9,999",70%,4.2,"20,881","Fire-Boltt is India' No 1 Wearable Watch Brand Q122 by IDC Worldwide quarterly wearable device tracker Q122.【Bluetooth Calling Watch】- Fire-Boltt Ring 3 enables you to make and receive calls directly from your watch via the built-in speaker and microphone. This smartwatch features a dial pad, option to access recent calls & sync your phone’s contacts.;【1.8 inch HD Display】- This smartwatch has a 1.8” TFT LCD Full Touch Display with a 2D High Hardness Glass for super protection and a high resolution of 240*286 pixels with a Rotating Button for smooth usage|【118 Sports Modes】- Be your own coach while you can track over 118 sports mode with professional analisys. 【Real Time Health Tracking】- With an advanced intellegent algorithm combined with optical heart rate sensor to monitor your heart rate all day, even during exercise. Track your blood oxygen (SpO2) levels and indicate a healthy life;【Full Metal Body】- This watch is long lasting and durable with its metal body feature 【Voice Assistant】- Command your mobile phone with your smartwatch, the watch has a voice assistant built in to make work easy and fast|【Built In Mic & Speaker】- Enjoy listening to your favourite tunes on the watch and experience HD Calling through the built in Mic;【Smart Notification】- Get all your mobile phone notifications on the watch and stay updates about trends, meeting emails and much more. 【Remotely access smartphone features】- Click pictures, change music tracks on the watch with a single touch.; 【360 Health Ecosystem】- With this watch track your heart rate, calorie, step count and multiple sports modes with easy touch;【Play Games On Your Wrist】- Play 2 mini games in your pastime or leisure time.|【Multiple Watch Faces & Smart Controls】 - The Smartwatch has multiple Watch Faces;【How to activate Bluetooth Calling】- To enable Bluetooth Calling Function, first connect it to the compatible app. Once connected, manually go to the phone's Bluetooth settings and pair this smartwatch (Bluetooth Name: BSW043_Phone). Upon pairing, you will get a notification: Connected for calls and audio.|Compatible Devices: Smartphonetablet; Case Material Type: Stainless Steel; Band Color: Black; Color Name: Black; Band Material Type: Silicone; Included Components: 1 Smartwatch, 1 Manual, 1 Magnetic Charger, 1 Warranty Card; Clasp Type: Tang Buckle; Human Interface Input: Buttonstouch Screen **Disclaimer** The Charging USB needs to be connected to a 4.7V to 5V charging adapter for best battery backup|【Superior Battery】- Charge the watch for 90 mins merely for 3 days of exquisite battery life.Band Width:20 millimeters.Water resistance depth:1 meters","Anirban,Abhi Khaire,Sachin,Tanisha bhoir,Jitendra vishwakarma,Archana,NILESH,Ajay","pocket friendly  smart watch for people who loves large  screen.,Value for money,Value for money product,My watch is not charging,Service,Good but it's not working now,GREAT PRODUCT....,Good product",https://www.amazon.in/Fire-Boltt-Bluetooth-Assistance-Calculator-Monitoring/dp/B0B3MWYCHQ/ref=sr_1_130?qid=1672903001&s=computers&sr=1-130
"Samsung Galaxy Watch4 Bluetooth(4.4 cm, Black, Compatible with Android only)",Electronics|WearableTechnology|SmartWatches,"₹12,000","₹29,999",60%,4.3,"4,744","Only compatible with Android Smartphones (Runs on Wear OS Powered by Samsung)|Bioelectrical Impedance Analysis Sensor for Body Composition Analysis, Optical Heart Rate Sensor.|Health Monitoring features such as Advanced Sleep Analysis & Women's Health.|Enhanced Fitness tracking lets you track 90+ workouts; Enriched App availability and connectivity with Wear OS, Powered by Samsung. Typical Usage Time (Hours): up to 40 Hours.|Connectivity Technology: Usb; Item Type Name: Smart Watch; Included Components: ‎Galaxy Watch::Watch Strap::Wireless Charger::Quick Start Quide","Kshitij D.,gaurav agarwal,Brijnandan Singh,Div j,Sarath Ramesh,Yatindra A.,RINKAL PATEL,Kumaresan","LTE features (no other feature tested),Decent watch,Good not great,Great watch let down by battery life,Good fit, good apps,Wanted faster charging and better camera feed.,Mobile app Needs to be improved facing connectivity issues,Good",https://www.amazon.in/Samsung-Galaxy-Bluetooth-Compatible-Android/dp/B09DG9VNWB/ref=sr_1_131?qid=1672903001&s=computers&sr=1-131
"Noise Buds Vs104 Bluetooth Truly Wireless in Ear Earbuds with Mic, 30-Hours of Playtime, Instacharge, 13Mm Driver and Hyper Sync (Charcoal Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","₹1,299","₹3,499",63%,3.9,"12,452","Up to 30-hour playtime: Get set for a day full of music and then some more.|Instacharge: Enjoy 150 minutes of playtime in just 10 minutes of charge.|Tru Bass: Experience sound that hits the right note every single time via the 13mm speaker driver.|Colourful ear tips: Colour your music the way you want and mix-match the ear tips with the buds to suit your style.|Bluetooth v5.2: Lag-free and fuss-free connection is on the way.|Hyper sync: The earbuds are ready to play in a matter of seconds, all thanks to the one-step syncing process.|Touch control & Voice assistant: You are in control always no matter how you want to get your work done.","Achint,Anish,bhomick bhaskar,Sumit,Des Raj,Amazon Customer,Gursimranpallah,Amit Ahluwalia","BUDGET TWS,Does its job,Bhomick bhasker,Noise is nice,Des Raj,Noise -Good one,It's sound quality,It's worth it",https://www.amazon.in/Noise-Bluetooth-Wireless-30-Hours-Instacharge/dp/B09Y5MP7C4/ref=sr_1_132?qid=1672903001&s=computers&sr=1-132
"Duracell Ultra Alkaline AAA Battery, 8 Pcs",Electronics|GeneralPurposeBatteries&BatteryChargers|DisposableBatteries,₹269,₹315,15%,4.5,"17,810","Lasts up to 100% longer* (*Longevity performance compared to the Minimum Average Duration of the 2015 IEC AAA Motorized Toy test. Results may vary by device or usage pattern.)|Our best battery, suited for everyday devices with extra performance for high drain devices|Duralock technology keeps unused Duracell batteries fresh and powered for up to 10 years in ambient storage|Available in AAA, AA, C, D and 9V sizes|Superior Nylon top closure helps preventing our batteries from leakage","Aadi Injal,A RAMU,S.S.Sohi,Shaifali M.,Mahesh Kumar,Shubham shukla,Rahul,Vimal Raj","Longevity isn’t as long as I thought it would be,Good,Value for money,the expiry date and price covered by an external sticker. Can't make out anything,Good,Excellent customer service..,Good product,Good",https://www.amazon.in/Duracell-Alkaline-Battery-Duralock-Technology/dp/B01DJJVFPC/ref=sr_1_133?qid=1672903001&s=computers&sr=1-133
"JBL C200SI, Premium in Ear Wired Earphones with Mic, Signature Sound, One Button Multi-Function Remote, Angled Earbuds for Comfort fit (Blue)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹799,"₹1,499",47%,4.1,"53,648","True Powerful Bass|Premium matallic finish with better & Ergonomics|Noise Cancelling Microphone|Quick Launch Access to Google Assistant / Siri|One-Button Universal Remote with Mic|Lightweight and Comfortable with 3 sizes of ear tips|What's in the box : 1 pair JBL C200SI headphone, 3 sets of ear tips (S, M, L), 1 Warranty and safety card","Amazon Customer,Viswas Reniguntla,Shreyas mc,KARAN,vishnu pareek,Sinu,Rohan Magar,Gokul","The price should be less than 500, not a very great product.,Good earphones,Average,Good earphone,Good for common men.,Nice headphone,Good looks but bass is not good as aspected..,Nice product",https://www.amazon.in/JBL-C200SI-Ear-Headphones-Mystic/dp/B07DFYJRQV/ref=sr_1_134?qid=1672903001&s=computers&sr=1-134
"Acer EK220Q 21.5 Inch (54.61 cm) Full HD (1920x1080) VA Panel LCD Monitor with LED Back Light I 250 Nits I HDMI, VGA Ports I Eye Care Features Like Bluelight Shield, Flickerless & Comfy View (Black)",Computers&Accessories|Monitors,"₹6,299","₹13,750",54%,4.2,"2,014",21.5 Inch VA Panel Full HD 1920 X 1080 Resolution Monitor I 250 Nits Brightness I 178 / 178 View Angle|Connectivity Options : HDMI and VGA Ports with Inbox HDMI Cable|5MS Response Time 75Hz Fast Refresh Rate|Eye Care Featues Includes Bluelight Shield I Flickerless I Comfyview|Wall Mount Ready I -5 to -20 Tilt Adjustment,"Mr. Nøbødy,Muzammil Khan,Nitish kumar,Yatharth Patil,Sathish,Alpesh Rathva,Suman R,virtual","Good monitor in this price range,My Best Buy in 2022,Average product for daily use. And some gaming.,its a good 1080 monitor,Nice product,price relaetd issue,Worth monitor this price,Decent monitor at this price with limitation",https://www.amazon.in/Acer-Features-Bluelight-Flickerless-Comfyview/dp/B08L879JSN/ref=sr_1_135?qid=1672903001&s=computers&sr=1-135
"E-COSMOS 5V 1.2W Portable Flexible USB LED Light (Colors May Vary, Small) - Set of 2 Pieces",Computers&Accessories|Accessories&Peripherals|USBGadgets|Lamps,₹59,₹59,0%,3.8,"5,958","Portable, easy to use|LED lights for maximum illumination|Plugs into any USB port|Multipurpose Energy Use|4Pcs of USB light.","Ravi Kumar s/o Devraj,anil-kumar,Soumith,Drew Arsenic,Jigar,Tamanna,H.N.GNANESH,Mihir Bhatti","Good,Product as described,Good for the price,Value for money,Good Product,Good product,Continue bright 3days no complaints,59 Rupees worth it",https://www.amazon.in/COSMOS-Portable-Flexible-Light-Colours/dp/B08TDJNM3G/ref=sr_1_136?qid=1672903001&s=computers&sr=1-136
boAt Dual Port Rapid Car Charger (Qualcomm Certified) with Quick Charge 3.0 + Free Micro USB Cable - (Black),Electronics|Mobiles&Accessories|MobileAccessories|Chargers|AutomobileChargers,₹571,₹999,43%,4.3,"38,221","Charges compatible devices up to 4 times faster with Qualcomm Quick ChargeTM 3.0 Technology. Detachable Cable|Compatible with all USB and type C powered devices including Quick Charge 2.0 etc.|Built-in safeguards to protect your devices against excessive current, overheating and overcharging|Boat rapid charge comes with exclusive Smart IC optimum smart charging technology for Apple and other non-Qualcomm quick charge enabled devices up to 5 V/3 amps","suraj,Bharanidhar,S.B.Vignesh,Srikanth GR,Hari,Shashi,Palanivel raja N,Pavan Singh","Good product,Value for money,Car charger,Good product,A good product- must have accessory for car,Good charger,Good,बहुत ही अच्छा चार्जर है",https://www.amazon.in/Dual-Charger-Qualcomm-Certified-Charge/dp/B06XSK3XL6/ref=sr_1_137?qid=1672903001&s=computers&sr=1-137
"Zebronics ZEB-COUNTY 3W Wireless Bluetooth Portable Speaker With Supporting Carry Handle, USB, SD Card, AUX, FM & Call Function. (Green)",Electronics|HomeAudio|Speakers|BluetoothSpeakers,₹549,₹999,45%,3.9,"64,705",Zeb-county is a compact and handy portable speaker that comes with multi-connectivity options like wireless BT/USB/micro SD and AUX. Wall Mountable Satellite : No|The speaker comes with a call function along with a built-in fm radio too|Speaker impedance 3Ω|Frequency response 120hz-15khz|Charging time 2.5H|Playback time approx. 10 hrs|1 Year warranty-from the date of purchase|To connect to FM: Switch the speaker to FM mode and connect the micro USB cable to the micro USB port of the speaker and leave the other end free (this cable will act as the FM antenna).,"Bhuwaneshwar kathlane,Jainit mukeshbhai Chauhan,Mahesh prajapati,Sonu Kumar,narender,Rajkumar jain,Bani panda,Dhiraj Tiwari","To good,Build material,Super,Good product,Budget bluetooth speaker which serves the purpose of low volume on a phone or laptop,best,It's OK to use in small room. But for Outdoor activities it will not meet our expectations.,Awesome product",https://www.amazon.in/Zebronics-Zeb-County-Bluetooth-Speaker-Function/dp/B07YNTJ8ZM/ref=sr_1_138?qid=1672903001&s=computers&sr=1-138
"KINGONE Upgraded Stylus Pen, iPad Pencil, Ultra High Precision & Sensitivity, Palm Rejection, Prevents False ON/Off Touch, Power Display, Tilt Sensitivity, Magnetic Adsorption for iPad 2018 and Later",Electronics|Mobiles&Accessories|MobileAccessories|StylusPens,"₹2,099","₹5,999",65%,4.3,"17,129","25MIN FAST CHARGE & UPGRADED NIB - 5 minutes of charging will give you 2 hours of use. It can be used continuously for more than 10 hours with a full charge of 25 minutes ALSO improved accuracy, sensitivity, and durability, precise point control writing, no scratches on the screen, no lag/offset/break, higher sensitivity, no resistance|PALM REJECTION - You can put your hand comfortably on the screen when drawing or writing with palm rejection, no need to wear gloves for more convenient writing or drawing which fits people who take notes or draw pictures on iPad for a long time!|TILT FUNCTION & MAGNETIC ADSORPTION - The latest tilt-sensing technology, You only need to adjust the angle to draw the picture you like, just like using a pencil. In addition, Magnetically be able to attach the iPad Pro (3rd Gen only) side face, no more rolling and prevent loss and more portable also it has a flat surface to prevent it from falling|USB-C CHARGING & LED CHARGING DISPLAY - Kingone digital pencil has upgraded the LED power display function. Compared with the other pen, this new feature can more easily know the remaining power and it will automatically turn in ""Sleep Mode"" after idle for 5 minutes to save power. And the stylus support 10 hours of continuous working and 180 days standby time for about 1 hour per charge|ACCIDENTALLY ON/OFF PREVENTION - Kingone use Double tap ON/OFF on stylus which can prevents from accidental switch OFF, No need Bluetooth, just tap the end of the pencil twice to turn it on/off, Avoiding the problem of accidentally turning on/off by mistake touch once which can save a lot of power and greatly improve the experience; Kingone IPad Stylus Pen for 2018 and later: iPad (6/7/8/9 Gen), iPad Pro (3/4 Gen), iPad Pro 11 inch, iPad Air (3/4 Gen), iPad mini (3rd gen) 5/6 Gen)","Ishwar Singh Sankhla,sai k.,Prathmesh Acharekar,T-y,Jasmin Gosrani,Pankaj,Mahesh,Muzafar","Really Satisfied with purchase.,DO NOT BELIEVE ANSWERS FOR QUESTIONS SAYING IT WORKS ON iPad Pro 10.5 inch (A1701),Does all the necessary stuff,No Double Tap Gesture,5 star product at this price,Very good product,Automatically off's itself,Value for money pen",https://www.amazon.in/Upgraded-Precision-Sensitivity-Rejection-Adsorption/dp/B09KGV7WSV/ref=sr_1_139?qid=1672903001&s=computers&sr=1-139
LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹13,490","₹21,990",39%,4.3,"11,976","Resolution: HD Ready (1366x768) | Refresh Rate: 50 hertz|Connectivity: 2 HDMI ports to connect set top box, Blu Ray players, gaming console | 1 USB ports to connect hard drives and other USB devices|Sound output: 10 Watts Output I 2 Speakers | DTS Virtual:X | Sound Type : Down Firing|Smart TV Features: Web OS Smart TV | Wi-Fi | Home Dashboard | Screen Mirroring | Mini TV Browser | Multi-Tasking | Office 365, Set WXHXD (with Stand ) mm - 739 x 472 x 168|Display: Active HDR | Display Type: Flat | BackLight Module: Slim LED|Warranty Information: 1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panel/module from the date of purchase|Installation : For requesting installation/wall mounting/demo of this product once delivered, please directly call LG support (Please visit LG Website for Toll Free Numebrs) and provide product's model name as well as seller's details mentioned on the invoice","NIRMAL.N,Manoj kumar,SOMNATH DAS,Harsha,Pradhut Roy,MAHENDRA NATH DAS,Naveen Kumar,Gopi Sahu","Sound quality,Very nice,Value for money,Good,Good for its price.,Good item,Budget friendly,Good",https://www.amazon.in/LG-inches-Ready-Smart-32LM563BPTC/dp/B08DPLCM6T/ref=sr_1_140?qid=1672903001&s=computers&sr=1-140
Zebronics Wired Keyboard and Mouse Combo with 104 Keys and a USB Mouse with 1200 DPI - JUDWAA 750,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MouseSets",₹448,₹699,36%,3.9,"17,348","Keyboard : Standard keyboard|Rupee key, Comfortable|Silent Durable keys|Mouse : Ergonomic design, Accurate optical sensor|High resolution enabling faster navigation","lucky,SALMAN S,Rahul Singh,INSOLARE ENERGY PVT Ld,Sandeep Kumar Sahu,Amazon Customer,Sudhanshu,Jp","light weight okay in this price range,Value for money,Good,EASY TO USE,Value for money,this is no soft touch keyboard,Good product in this price range,Budget friendly",https://www.amazon.in/Zebronics-Zeb-JUDWAA-750-Wired-Keyboard/dp/B07KR5P3YD/ref=sr_1_141?qid=1672903001&s=computers&sr=1-141
